Policy Type,Policy Name,Priority,Policy Description,Action,Active,All Computers,Selected Computers/Groups,Excluded Computers/Groups,Selected AD Groups,Excluded AD Groups,Users,Activation Option,Activate On,Deactivate On,Scheduled On Day,Scheduled From,Scheduled To,Apply Policy,Check By,URL,Host/IP,Checked Script Name,Collect Policy Usage,Send Policy Automation Events,End-User UI,Trust All Applications,Executed Script Name,Executed Script Triggers,Access,Application Type,Application Description,Security Token,Security Level
Advanced Policy,Service Permission for Kurumsal Altyapılar Güvenliği (3),450 (Normal),14063428 - 14551458 -,Set Security Permissions,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTKGGuvenlikVeRegulasyonLogYonetimi_Outsource"",Group ""USR_SRV_GAR_GTBTGRYGuvenlikLogYonetimiveAnalitigi"",GTEKNOLOJIDMZ\USR_SRV_GTEKDMZ_GTKGSiberGuvenlikLogYonetimi",Now,,,,,,Always,,,,,,,,,,,Allow Start/Stop,Service,,,LOW
Advanced Policy,Service Permission for Kurumsal Altyapılar Güvenliği (4),450 (Normal),14197826 -,Set Security Permissions,Yes,Yes,,,,,"Group ""USR_SRV_GAR_GTKGGuvenlikVeRegulasyonLogYonetimi_Outsource"",Group ""USR_SRV_GAR_GTBTGRYGuvenlikLogYonetimiveAnalitigi""",Now,,,,,,Always,,,,,,,,,,,Allow Start/Stop,Service,,,LOW
Advanced Policy,Service Policy For GTMusteriIliskileriVeSurecOtomasyonRezilyansYonet,450 (Normal),"7023503
7023515
7023531
7023558
7023559
9777525",Set Security Permissions,Yes,No,"PGARAPPALC01,PGARAPPALC02,PGARAPPALC03,PGARAPPALC04",,,,"User ""Muhammed Marangoz1"",Group ""USR_SRV_GAR_GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet""",Now,,,,,,Always,,,,,,,,,,,Allow Start/Stop,Service,,,LOW
Advanced Policy,Service Permission For USR_SRV_GAR_GTDBMDMDegisiklikServisveKonfigurasyonCozumleri,450 (Normal),7211542-8979162-8988383,Set Security Permissions,Yes,No,PGARAPPDPL04,,,,"Group ""USR_SRV_GAR_GTDBMDMDegisiklikServisveKonfigurasyonCozumleri"",User ""HYSWUsrProd""",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,Set Security Permission For Policy GAR_GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet,450 (Normal),6938172,Set Security Permissions,Yes,No,PGARAPPWFB02,,,,USR_SRV_GAR_GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet,Now,,,,,,Always,,,,,,,,,,,Allow Start/Stop,Service,,,LOW
Advanced Policy,File Permission Policy for GTKGKimlikVeErisimYonetimi,450 (Normal),7228961-9419376,Set Security Permissions,Yes,No,PGARAPPIDM04,,,,GARANTI\USR_SRV_GAR_GTKGKimlikVeErisimYonetimi,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Permission Policy For MusteriIliskileriVeSurecOtomasyonRezilyansYonet,450 (Normal),6802291,Set Security Permissions,Yes,No,PGARAPPFAXN01,,,,USR_SRV_GAR_GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet,Now,,,,,,Always,,,,,,,,,,,Allow Start/Stop,Service,,,LOW
Advanced Policy,File Permission Policy MusteriIliskileriVeSurecOtomasyonRezilyansYonet,450 (Normal),6802291,Set Security Permissions,Yes,No,PGARAPPFAXN01,,,,USR_SRV_GAR_GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Permission for MusteriIliskileriVeSurecOtomasyonRezilyansYonet,450 (Normal),6938527,Set Security Permissions,Yes,No,PGARAPPWFL06,,,,USR_SRV_GAR_GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet,Now,,,,,,Always,,,,,,,,,,,Allow Start/Stop,Service,,,LOW
Advanced Policy,File Permision For USR_SRV_GAR_GTBTGRYKimlikveErisimYonetimi,450 (Normal),7065957,Set Security Permissions,No,No,,,,,USR_SRV_GAR_GTBTGRYKimlikveErisimYonetimi,Manually,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Permission Policy For GTVPYTOReleaseDegisiklikveKonfigurasyonYonetimi,450 (Normal),"7070115, 8114223, 8223612 , 8460036-9002709-9033683",Set Security Permissions,Yes,No,PGARAPPDPL04,,,,"Group ""USR_SRV_GAR_GTDBMDMDegisiklikServisveKonfigurasyonCozumleri"",Group ""USR_SRV_GAR_GTVPYTOReleaseDegisiklikveKonfigurasyonYonetimi"",User ""HYSWUsrProd""",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,Service Permission For Policy MusteriIliskileriVeSurecOtomasyonRezilyansYonet,450 (Normal),6938442,Set Security Permissions,No,No,,,,,USR_SRV_GAR_GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet,Manually,,,,,,Always,,,,,,,,,,,Allow Start/Stop,Service,,,LOW
Advanced Policy,File Permission For ZafiyetYonetimiVeGuvenlikTestleri,450 (Normal),7117252,Set Security Permissions,Yes,No,,,,,USR_SRV_GAR_GTKGZafiyetYonetimiVeGuvenlikTestleri,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Services Permissions Policy for GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet,450 (Normal),6938350 - 6938359 - 6938519-6938339-6938199-6938149,Set Security Permissions,Yes,No,"PGARAPPWFB03,PGARAPPWFB01,PGARAPPWFL05,PGARAPPWFB05,PGARAPPWFB06,PGARAPPWFB07",,,,USR_SRV_GAR_GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,File Security Permmision For GTAIBulutVeriSaklamaTeknolojileri,450 (Normal),"6805435
5954169",Set Security Permissions,Yes,No,,,USR_SRV_GAR_GTAIBulutVeriSaklamaTeknolojileri,,,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Policy For MusteriIliskileriVeSurecOtomasyonRezilyansYonet,450 (Normal),"6938366
6938456
6938473
6938495
6938536
6938546
6938511
6938502
6938212",Set Security Permissions,Yes,No,"PGARAPPWFL07,PGARAPPWFL08,PGARAPPWFL02,PGARAPPWFL03,PGARAPPWFL04,PGARAPPWFL01,PGARAPPWFB04,PGARAPPWFB08",,,,USR_SRV_GAR_GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet,Now,,,,,,Always,,,,,,,,,,,Allow Start/Stop,Service,,,LOW
Advanced Policy,File Permissions Policy For GTBulutVeriSaklamaTeknolojileri,450 (Normal),6702392,Set Security Permissions,Yes,Yes,,,,,USR_SRV_GAR_GTAIBulutVeriSaklamaTeknolojileri,Now,,,,,,Always,,,,,,,,,,,Allow Read,FSEntry,,,LOW
Advanced Policy,Service Permission Policy for GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet,450 (Normal),6802396,Set Security Permissions,Yes,No,PGARAPPRFX02,,,,USR_SRV_GAR_GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet,Now,,,,,,Always,,,,,,,,,,,Allow Start/Stop,Service,,,LOW
Advanced Policy,File Permission Policy for GTDegisiklikServisveKonfigurasyonCozumleri (1),450 (Normal),6587856,Set Security Permissions,Yes,No,,,,,USR_SRV_GAR_GTDBMDMDegisiklikServisveKonfigurasyonCozumleri,Now,,,,,,Always,,,,,,,,,,,Allow Start/Stop,Service,,,LOW
Advanced Policy,File Permission Policy for Serviceprometeia,450 (Normal),6603165,Set Security Permissions,Yes,No,,,,,serviceprometeia,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,File Permission Policy for Serviceprometeia (1),450 (Normal),6603165,Set Security Permissions,Yes,No,,,,,serviceprometeia,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Permission  Policy for GTKGKimlikVeErisimYonetimi,450 (Normal),6551891-9566791,Set Security Permissions,Yes,No,"PGARAPPIDM03,PGARAPPIDM04,PGARAPPIDM05",,,,"GARANTI\USR_SRV_GAR_GTKGKimlikVeErisimYonetimi,Group ""USR_SRV_GTEK_GTKGKimlikAltyapiTeknolojileri""",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,File Permission Policy For HazineVeYatirimBankaciligiRezilyansYonetimi,450 (Normal),82036281,Set Security Permissions,Yes,No,,,,,"Group ""USR_SRV_GAR_GTSRSHazineVeYatirimBankaciligiRezilyansYonetimi"",Group ""USR_SRV_GTEK_GTSRSHazineVeYatirimBankaciligiRezilyansYonetimi""",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Permission Policy For GTSiberGuvenlikAltyapi,450 (Normal),6219129,Set Security Permissions,No,No,,,,,PTEKAPPPICDMZ01\srv_picus,Manually,,,,,,Always,,,,,,,,,,,Allow Start/Stop,Service,,,LOW
Advanced Policy,File Permission Policy for GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet,450 (Normal),6293643,Set Security Permissions,No,No,"PGARAPPRFX02,PGARAPPRFX01",,,,USR_SRV_GAR_GTSRSMusteriIliskileriVeSurecOtomasyonRezilyansYonet,Manually,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,File Permission Policy For GTAIMetadataTeknolojileri_OutSource (1),450 (Normal),5890194,Set Security Permissions,Yes,No,"PGARAPPMCP01,PGARAPPMCP02,PGARAPPMCA02,PGARAPPMCA01,PGARAPPMCP03,PGARAPPMCP04",,,,USR_SRV_GAR_GTAIMetadataTeknolojileri_OutSource,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,File Permission Policy for GTDegisiklikServisveKonfigurasyonCozumleri,450 (Normal),80655949 6232080,Set Security Permissions,Yes,No,"OU / All Computers/Server Computers/Managed Member Servers/GTVPYTOReleaseDegisiklikveKonfigurasyonYonetimi,OU / All Computers/Server Computers/Managed Member Servers/GTVPYTOReleaseDegisiklikveKonfigurasyonYonetimi/Web Servers,OU / All Computers/Server Computers/Managed Member Servers/GTVPYTOReleaseDegisiklikveKonfigurasyonYonetimi/LMCompatibility",,,,USR_SRV_GAR_GTDBMDMDegisiklikServisveKonfigurasyonCozumleri,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,File Permission for GTIsSurekliligiTeknolojileri,450 (Normal),80415571-9413742,Set Security Permissions,Yes,No,PGARKKBHDS01,,,,"Group ""USR_SRV_GAR_GTAIIsSurekliligiTeknolojileri"",User ""service_reportsan""",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Permissions Policy for GTBackup_CommVault Servers,450 (Normal),81592230 - 81966900 - 12804469,Set Security Permissions,Yes,No,"OU / All Computers/Server Computers/\&quot;Managed\&quot; Member Servers/GTVPODepolamaAcikSistemler,OU / All Computers/Server Computers/Managed Member Servers/GTVPODepolamaAcikSistemler,OU / All Computers/Server Computers/Managed Member Servers/GTVPODepolamaAcikSistemler/Web Servers,OU / All Computers/Server Computers/Managed Member Servers/GTVPYTODepolamaAcikSistemler,OU / All Computers/Server Computers/Managed Member Servers/GTVPYTODepolamaAcikSistemler/Web Servers,OU / All Computers/Server Computers/Managed Member Servers/GTVPYTODepolamaAcikSistemler/LMCompatibility,PGARKKBHDS01,PGARSQLNEXN01,PGARSQLNEXN02,PGARSQLNEXN03,PGARSQLNEXN04",,,,servicesan,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,File Permissions Policy for GTBackup_CommVault Servers,450 (Normal),81592230 - 81938533,Set Security Permissions,No,No,"OU / All Computers/Server Computers/\&quot;Managed\&quot; Member Servers/GTVPODepolamaAcikSistemler,OU / All Computers/Server Computers/Managed Member Servers/GTVPODepolamaAcikSistemler,OU / All Computers/Server Computers/Managed Member Servers/GTVPODepolamaAcikSistemler/Web Servers,OU / All Computers/Server Computers/Managed Member Servers/GTVPYTODepolamaAcikSistemler,OU / All Computers/Server Computers/Managed Member Servers/GTVPYTODepolamaAcikSistemler/Web Servers,OU / All Computers/Server Computers/Managed Member Servers/GTVPYTODepolamaAcikSistemler/LMCompatibility,PGARSQLNEXN01,PGARSQLNEXN02,PGARSQLNEXN03,PGARSQLNEXN04",,,,,Manually,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Permission Policy for Uxpsms,450 (Normal),7653275,Set Security Permissions,Yes,No,"PGARWEBSMS01,PGARWEBSMS02,PGARWEBSMS03,PGARWEBSMS04",,,,uxpsms,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,File Permision For USR_SRV_GAR_GTVPYTOMobilveUcKullaniciTeknolojileri,450 (Normal),7759080,Set Security Permissions,Yes,No,"PGARTRMERM01,PGARTRMERM02",,,,GARANTI\USR_SRV_GAR_GTVPYTOMobilveUcKullaniciTeknolojileri,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Permission Policy for Yazılım Teknolojileri Yönetimi,450 (Normal),8142119,Set Security Permissions,Yes,No,PGARAPPDPL04,,,,USR_SRV_GAR_GTDBMDMDegisiklikServisveKonfigurasyonCozumleri,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,Service Permission Policy for DegisiklikServisveKonfigurasyonCozumleri,450 (Normal),7875248,Set Security Permissions,No,No,,,,,GARANTI\USR_SRV_GAR_GTDBMDMDegisiklikServisveKonfigurasyonCozumleri,Manually,,,,,,Always,,,,,,,,,,,Allow Start/Stop,Service,,,LOW
Advanced Policy,File Permission Policy for Güvenlik Operasyonları,450 (Normal),"8413958 , 8441263",Set Security Permissions,Yes,No,PGARAPPAPP01,,,,"Group ""USR_SRV_GAR_GTBTGRYBTGuvenlikTehditYonetimi"",User ""srv_SymantecICT""",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Permission Policy for Yazılım Teknolojileri Yon,450 (Normal),8343956,Set Security Permissions,No,No,,,,,HYSWUsrProd,Manually,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,File Permission Policy for Güvenlik Operasyonları (1),450 (Normal),8452940,Set Security Permissions,Yes,No,,,,,USR_SRV_GAR_GTKGZafiyetYonetimiVeGuvenlikTestleri,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,File Application Policy for Guvenlik Operasyonlari,450 (Normal),8501146,Set Security Permissions,Yes,No,,,,,USR_SRV_GAR_GTBTGRYBTGuvenlikTehditYonetimi,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,File Permission Policy for Guvenlik Operasyonlari,450 (Normal),8493266,Set Security Permissions,Yes,No,PGARAPPDEV01,,,,USR_SRV_GAR_GTKGGuvenlikVeRegulasyonLogYonetimi,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Permission Policy for Network Teknolojileri,450 (Normal),8523267,Set Security Permissions,No,No,,,,,"Group ""USR_SRV_GAR_GTAIVeriMerkeziAltyapiTeknolojileri"",User ""srv_emsotomasyon""",Manually,,,,,,Always,,,,,,,,,,,Allow Start/Stop,Service,,,LOW
Advanced Policy,File Permission Policy for Guvenlik Operasyonlari (1),450 (Normal),8526830-9184358,Set Security Permissions,Yes,No,PGARAPPCSP02,,,,srv_forti_user,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Permission Policy for Network Teknolojileri (1),450 (Normal),8530790,Set Security Permissions,No,No,,,,,"Group ""USR_SRV_GAR_GTAIVeriMerkeziAltyapiTeknolojileri"",User ""srv_emsotomasyon""",Manually,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,Service Permission for GTAIBulutUygulamaTeknolojileri,450 (Normal),editlenecek,Set Security Permissions,Yes,No,"PGARAPPAWR05,PGARAPPAWR06,PGARAPPAWR03,PGARAPPAWR08,PGARAPPAWR04,PGARAPPAWR02,PGARAPPAWR07,PGARAPPAWR01",,,,USR_SRV_GAR_GTAIBulutUygulamaTeknolojileri,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,Service Permission Policy for Network Teknolojileri (3),450 (Normal),8593876,Set Security Permissions,No,No,,,,,srv_emsotomasyon,Manually,,,,,,Always,,,,,,,,,,,Allow Start/Stop,Service,,,LOW
Advanced Policy,Service Permission Policy for Network Teknolojileri (4),450 (Normal),8593850,Set Security Permissions,No,No,,,,,srv_emsotomasyon,Manually,,,,,,Always,,,,,,,,,,,Allow Start/Stop,Service,,,LOW
Advanced Policy,File Permision Policy for Izleme Sistemleri ve Otomasyon,450 (Normal),8593660,Set Security Permissions,Yes,No,TEKBSMSCP2,,,,USR_SRV_GAR_GTSKServisPerformansYonetimiveRaporlama,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Permission Policy for Network Teknolojileri (2),450 (Normal),8532052,Set Security Permissions,No,No,,,,,"Group ""USR_SRV_GAR_GTAIVeriMerkeziAltyapiTeknolojileri"",User ""srv_emsotomasyon""",Manually,,,,,,Always,,,,,,,,,,,Allow Start/Stop,Service,,,LOW
Advanced Policy,Set Security Policy for Permission USR_SRV_GAR_GTKGFizikselGuvenlikPlatformlari,450 (Normal),8572952,Set Security Permissions,Yes,No,PGARAPPBIS02,,,,GARANTI\USR_SRV_GAR_GTKGFizikselGuvenlikPlatformlari,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,File Permission Policy for Bulut Middleware ve Platform Teknolojileri,450 (Normal),8686489,Set Security Permissions,Yes,No,"PGARAPPSTP02,PGARAPPSTP03,PGARAPPSTP04",,,,servicetwsprod,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,File Permission Policy for Bulut Veri Platform Teknolojileri,450 (Normal),8744292,Set Security Permissions,Yes,No,,,,,.\Oracle,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,New Policy (3),450 (Normal),editlenecek,Set Security Permissions,No,No,,,,,".\IIS_IUSRS,.\processminingAppPool,Group ""USR_SRV_GAR_GTAIUygulamaTeknolojileri"",IIS APPPOOL\processminingAppPool",Manually,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,File Permission Policy for Izleme Sistemleri ve Otomasyon,450 (Normal),8670023,Set Security Permissions,Yes,No,,,,,USR_SRV_GAR_GTSKServisPerformansYonetimiveRaporlama,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Permission Polict for GTDBMDMGelistirmePlatformlariYonetimi,450 (Normal),8657599-8947601-9047336-9257943-9257942,Set Security Permissions,Yes,No,"PGARAPPVRF02,OGARAPPVRF01",,,,USR_SRV_GAR_GTDBMDMGelistirmePlatformlariYonetimi,Now,,,,,,Always,,,,,,,,,,,Allow Start/Stop,Service,,,LOW
Advanced Policy,File Permission Policy for GT Bulut Altyapi ve Veri Saklama Teknolojileri,450 (Normal),8666204-9509331,Set Security Permissions,Yes,No,,,,,USR_SRV_GAR_GTAIBulutVeriSaklamaTeknolojileri,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,File Permission for SurekliIyilestirmevePerformansOlcumleme,450 (Normal),8632119,Set Security Permissions,Yes,No,PGARSQLINT01,,,,"Group ""USR_SRV_GAR_GTSKSurekliIyilestirmevePerformansOlcumleme"",User ""Service PerfUser""",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,File Permission Policy For USR_SRV_GAR_GTKGElektronikGuvenlikSistemleriYonetim,450 (Normal),8623802,Set Security Permissions,Yes,No,PGARAPPBIS02,,,,GARANTI\USR_SRV_GAR_GTKGElektronikGuvenlikSistemleriYonetim,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Permission Policy for Network Teknolojileri (5),450 (Normal),8669814,Set Security Permissions,No,No,,,,,srv_emsotomasyon,Manually,,,,,,Always,,,,,,,,,,,Allow Start/Stop,Service,,,LOW
Advanced Policy,File Permission Policy for GTIsbirligiTeknolojileri,450 (Normal),"GTVideoVeUygulamaHizmetleri
8866113",Set Security Permissions,Yes,No,"OU / All Computers/Server Computers/\&quot;Managed\&quot; Member Servers/GTNSYVideoVeUygulamaHizmetleri,OU / All Computers/Server Computers/Managed Member Servers/GTNSYVideoVeUygulamaHizmetleri,PGARAPPVDN01,PGARAPPCDR01",,,,"GARANTI\USR_SRV_GAR_GTAIDijitalIsYeriIsBirligiTeknolojileri,Group ""USR_SRV_GAR_GTNSYVideoVeUygulamaHizmetleri""",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,Service Permissions Policy for GTGuvenlikTehditYonetimi,450 (Normal),Guardium Services,Set Security Permissions,Yes,No,PGARAPPDLP06,,,,USR_SRV_GAR_GTBTGRYBTGuvenlikTehditYonetimi,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,Service Permissions Policy for GTIletisimSunucuHizmetleri,450 (Normal),66082029,Set Security Permissions,Yes,No,OU / All Computers/Server Computers/Managed Member Servers/GTNSYIletisimSunucuHizmetleri,,,,"User ""EPMtestuser"",Group ""USR_SRV_GAR_GTNSYIletisimSunucuHizmetleri""",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,File Permissions Policy for GTIletisimSunucuHizmetleri,450 (Normal),,Set Security Permissions,Yes,No,"OU / All Computers/Server Computers/Managed Member Servers/GTNSYIletisimSunucuHizmetleri,PGARAPPDOC01,PGARAPPDOC02,PGARAPPOPR01,PGARAPPDOC03,PGARAPPSWS01",,,,"User ""EPMtestuser"",Group ""USR_SRV_GAR_GTNSYIletisimSunucuHizmetleri""",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,File Permissions Policy for GTAcikSistemlerVeritabani_Own Servers,450 (Normal),,Set Security Permissions,Yes,No,"PGARSQLSEN06,PGARSQLSEN03,PGARSQLSEN04,PGARSQLSEN02,PGARSQLSEN08",,,,USR_SRV_GAR_GTVPYTOAcikSistemlerVeritabani,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,File Permission Policy for GTSesHizmetleri,450 (Normal),,Set Security Permissions,Yes,No,"OU / All Computers/Server Computers/Managed Member Servers/GTNSYSesHizmetleri,OU / All Computers/Server Computers/Managed Member Servers/GTNSYSesHizmetleri/Web Servers",,,,USR_SRV_GAR_GTNSYSesHizmetleri,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,File Permissions Policy for GTGelistirmePlatformlari,450 (Normal),65371161,Set Security Permissions,No,No,"OU / All Computers/Server Computers/Managed Member Servers/GTVPOGelistirmePlatformlariYonetimi,OU / All Computers/Server Computers/Managed Member Servers/GTVPYTOGelistirmePlatformlariYonetimi,TEKQAS4",,,,,Manually,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
Advanced Policy,File Permissions Policy for GTAcikSistemlerVeritabani,450 (Normal),9582123 - 11981923 -,Set Security Permissions,Yes,No,"OU / All Computers/Server Computers/\&quot;Managed\&quot; Member Servers/GTVPOAcikSistemlerVeritabani,OU / All Computers/Server Computers/\&quot;Managed\&quot; Member Servers/GTVPOAcikSistemlerVeritabani/Cluster Server Computers,OU / All Computers/Server Computers/Managed Member Servers/GTVPOAcikSistemlerVeritabani/Cluster Server Computers,OU / All Computers/Server Computers/Managed Member Servers/GTVPOAcikSistemlerVeritabani,OU / All Computers/Server Computers/Managed Member Servers/GTVPYTOAcikSistemlerVeritabani,OU / All Computers/Server Computers/Managed Member Servers/GTVPYTOAcikSistemlerVeritabani/Cluster Server Computers,GT-AcikSistemlerVeritabani,OU / All Computers/Server Computers/Managed Member Servers/GTVPYTOAcikSistemlerVeritabani/LMCompatibility,PGARSQLTEM01,PGARSQLNCE03,PGARSQLLOG01,PGARSQLBSM01,PGARSQLSCHN01,DSQLTEAM,PGARSQLABS01,PGARSQLATO02,PGARAPPCSE01,PGARSQLCEN01,PGARSQLADB01,PGARSQLADB02,PGARSQL39,PGARSQLLMS01,PGARSQLKOR13,OGARSQLVRTN01,PGARSQLVRTN01,PGARSQLVRTN02,PGARSQLVRTN04,PGARSQLVRTN03,OGARSQLVRTN02",,,,".\dbadmin,.\sqlteam,Group ""USR_SRV_GAR_GTKGTehditYonetimi"",Group ""USR_SRV_GAR_GTVPOAcikSistemlerVeritabani"",User ""srv_verintadminuser"",IPCC\GT-Sql Team,IPCC\USR_SRV_IPCC_GTVPYTOAciksistemlerVeritabani,TEKNOLOJI\ADM_GT_SQL Server Admins,Teknoloji\GLB_GT_AcikSistemler",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,RegKey,,,LOW
Advanced Policy,Services Permissions Policy for GTAcikSistemlerVeritabani,450 (Normal),"This Security Policy elevate users to start/stop, which registered in",Set Security Permissions,Yes,No,"OU / All Computers/Server Computers/\&quot;Managed\&quot; Member Servers/GTVPOAcikSistemlerVeritabani,OU / All Computers/Server Computers/\&quot;Managed\&quot; Member Servers/GTVPOAcikSistemlerVeritabani/Cluster Server Computers,OU / All Computers/Server Computers/Managed Member Servers/GTVPOAcikSistemlerVeritabani/Cluster Server Computers,OU / All Computers/Server Computers/Managed Member Servers/GTVPOAcikSistemlerVeritabani,OU / All Computers/Server Computers/Managed Member Servers/GTVPYTOAcikSistemlerVeritabani,OU / All Computers/Server Computers/Managed Member Servers/GTVPYTOAcikSistemlerVeritabani/Cluster Server Computers,GT-AcikSistemlerVeritabani,OU / All Computers/Server Computers/Managed Member Servers/GTVPYTOAcikSistemlerVeritabani/LMCompatibility,PGARSQLTEM01,PGARSQLNCE03,PGARSQLLOG01,PGARSQLBSM01,PGARSQLSCHN01,DSQLTEAM,PGARSQLABS01,PGARSQLATO02,PGARAPPCSE01,PGARSQLCEN01,PGARSQLADB01,PGARSQLADB02,PGARSQL39,PGARSQLLMS01,PGARSQLKOR13",,,,".\dbadmin,.\sqlteam,Group ""USR_SRV_GAR_GTVPOAcikSistemlerVeritabani"",IPCC\GT-Sql Team,IPCC\USR_SRV_IPCC_GTVPYTOAciksistemlerVeritabani,TEKNOLOJI\ADM_GT_SQL Server Admins,Teknoloji\GLB_GT_AcikSistemler",Now,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,Service Permissions Policy for GTBTGRYBilgiGüvenligiYonetimi,450 (Normal),,Set Security Permissions,Yes,Yes,,,SRV_GAR_GTBTGRYBilgiGuvenligiYonetimi,,USR_SRV_GAR_GTBTGRYBilgiGuvenligiYonetimi,Now,,,,,,Always,,,,,,,,,,,Allow Full Control,Service,,,LOW
Advanced Policy,File Permissions Policy for GTBTGRYBilgiGüvenligiYonetimi,450 (Normal),,Set Security Permissions,No,No,,,,,USR_SRV_GAR_GTBTGRYBilgiGuvenligiYonetimi,Manually,,,,,,Always,,,,,,,,,,,Allow Full Control,FSEntry,,,LOW
