Policy Name,Application Type,Location,File Name,NameName,Original File Name,File Name Compare As,Checksum,Owner,Arguments,Arguments Compare As,Signed By,Publisher,Publisher Compare As,Product Name,Product Name Compare As,File Description,File Description Compare As,Company Name,Company Name Compare As,Product Version From,Product Version To,File Version From,File Version To,MSI/MSP Product Name,MSI/MSP Product Name Compare As,MSI/MSP Company Name,MSI/MSP Company Name Compare As,MSI/MSP Product Version From,MSI/MSP Product Version To,MSI/MSP Product Code,MSI/MSP Upgrade Code,Web Application URL,Web Application URL Compare As,Windows Admin Task,All ActiveX Installation Allowed,ActiveX Source URL,ActiveX Source Compare As,ActiveX MIME Type,ActiveX MIME Type Compare As,ActiveX CLSID,ActiveX Version From,ActiveX Version To,File/Folder Path,File/Folder Type,Folder With subfolders and files,Registry Key,COM Display Name,COM CLSID,Service Name,Elevate Privileges for Child Processes,Remove Admin rights from File Open/Save common dialogs,Apply to Application from specific Source only,Apply Policy to Applications installed before CyberArk EPM Agent,Apply to Application only if its parent process belongs to group,Check direct parent process only,Apply Policy to Application only if it is created,Application Description
New_GENEL PATH POLICY,File or Directory System Entry,,,C:\Windows\Temp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\Temp,dir,Yes,,,,,,,,,,,No,
New_GENEL PATH POLICY,File or Directory System Entry,,,C:\ProgramData\Microsoft\Search\Data\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\ProgramData\Microsoft\Search\Data\,dir,Yes,,,,,,,,,,,No,
New_GENEL PATH POLICY,File or Directory System Entry,,,C:\ProgramData\Microsoft\Search\Data\Applications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\ProgramData\Microsoft\Search\Data\Applications,dir,Yes,,,,,,,,,,,No,
New_GENEL PATH POLICY,File or Directory System Entry,,,C:\ProgramData\Microsoft\Search\Data\Applications\Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\ProgramData\Microsoft\Search\Data\Applications\Windows,dir,Yes,,,,,,,,,,,No,
New_GENEL PATH POLICY,File or Directory System Entry,,,C:\ProgramData\Search\Data\Apllications\Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\ProgramData\Search\Data\Apllications\Windows,dir,Yes,,,,,,,,,,,No,
New_GENEL PATH POLICY,File or Directory System Entry,,,C:\ProgramData\Search\Data\Apllications\Windows\Windows.edb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\ProgramData\Search\Data\Apllications\Windows\Windows.edb,file,,,,,,,,,,,,No,
New_GENEL PATH POLICY,File or Directory System Entry,,,C:\ProgramData\Search\Data\Applications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\ProgramData\Search\Data\Applications,dir,Yes,,,,,,,,,,,No,
New_GENEL PATH POLICY,File or Directory System Entry,,,C:\ProgramData\Search\Data\Applications\Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\ProgramData\Search\Data\Applications\Windows,dir,Yes,,,,,,,,,,,No,
New_GENEL PATH POLICY,File or Directory System Entry,,,C:\Program Files (x86)\Formalis\HelpAlive-SaaS\config,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Program Files (x86)\Formalis\HelpAlive-SaaS\config,dir,Yes,,,,,,,,,,,No,
New_GENEL PATH POLICY,File or Directory System Entry,,,C:\Program Files\Fortify\Fortify_SCA_and_Apps_20.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Program Files\Fortify\Fortify_SCA_and_Apps_20.2.1,dir,Yes,,,,,,,,,,,No,
New_GENEL PATH POLICY,File or Directory System Entry,,,C:\app\%username%\product\11.2.0\client_1\network\admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\app\%username%\product\11.2.0\client_1\network\admin,dir,Yes,,,,,,,,,,,No,
New_GENEL PATH POLICY,File or Directory System Entry,,,C:\app\%username%\product\11.2.0\client_2\network\admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\app\%username%\product\11.2.0\client_2\network\admin,dir,Yes,,,,,,,,,,,No,
New_GENEL SERVICE POLICY,Service,,,WSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WSearch,,,,,,,No,
New_GENEL SERVICE POLICY,Service,,,SysMain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SysMain,,,,,,,No,
New_GENEL SERVICE POLICY,Service,,,dsNcService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dsNcService,,,,,,,No,
New_GENEL SERVICE POLICY,Service,,,CcmExec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CcmExec,,,,,,,No,
New_GENEL SERVICE POLICY,Service,,,SupportAssistAgent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SupportAssistAgent,,,,,,,No,
New_GENEL SERVICE POLICY,Service,,,Dell Hardware Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dell Hardware Support,,,,,,,No,
New_GENEL SERVICE POLICY,Service,,,RapiMgr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RapiMgr,,,,,,,No,
New_GENEL SERVICE POLICY,Service,,,WcesComm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WcesComm,,,,,,,No,
New_CLIENT BAZLI HOST YETKISI,File or Directory System Entry,,,C:\Windows\System32\drivers\etc\hosts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\drivers\etc\hosts,file,,,,,,,,,,,,No,
New_Block,Executable,,,AVAST Software a.s.,,,,,,,Specific Publishers,AVAST Software a.s.,Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_Block,Executable,,,3prt video download programı oldugu icin yasaklandi.,,,,,,,Specific Publishers,Open Media LLC,Exactly,4K Video Downloader,Exactly,4K Video Downloader,Exactly,Open Media LLC,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,3prt video download programı oldugu icin yasaklandi.
New_Block,Executable,,,Oyun yayınlayıcısı oldugu icin yasaklandi.,,,,,,,Specific Publishers,Roblox Corporation,Exactly,Roblox Bootstrapper,Exactly,Roblox,Exactly,Roblox Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Oyun yayınlayıcısı oldugu icin yasaklandi.
New_Block,Executable,,,DJ programı yasaklandi.,,,,,,,Specific Publishers,Atomix Productions Inc.,Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,DJ programı yasaklandi.
New_Block,Executable,,,BraveSoftware Update,,,,,,,Specific Publishers,"Brave Software, Inc.",Exactly,BraveSoftware Update,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_Block,Executable,,NiceHashMiner.exe,Executable by checksum based on file 'NiceHashMiner.exe',NiceHashMiner.exe,Exactly,C619091F408B9415AF7167411C35967F29951B30,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,Executable by checksum based on file 'NiceHashMiner.exe'
New_Block,Executable,,,Steam oyun programı oldugu icin blocklandi.,,,,,,,Specific Publishers,Valve,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Steam oyun programı oldugu icin blocklandi.
New_Block,Executable,,,Epic Games Inc.,,,,,,,Specific Publishers,Epic Games Inc.,Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_Block,Executable,,,BraveSoftware Update,,,,,,,Specific Publishers,"Brave Software, Inc.",Exactly,BraveSoftware Update,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_Block,Executable,,,Malwarebytes Inc,,,,,,,Specific Publishers,Malwarebytes Inc,Contains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_Block,Executable,,,"Slack Technologies, Inc.",,,,,,,Specific Publishers,"Slack Technologies, Inc.",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_Block,Executable,,,Evernote Corporation,,,,,,,Specific Publishers,Evernote Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_Block,Executable,,,"Protocol Labs, Inc.",,,,,,,Specific Publishers,"Protocol Labs, Inc.",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
New_Run Normally,Executable,*,iexplore.exe,Internet Explorer,,Exactly,,,,,Specific Publishers,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Internet Explorer
New_Run Normally,Executable,*,Edge,Microsoft Edge,,Contains,,,,,Specific Publishers,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Microsoft Edge
New_Run Normally,Executable,*,acrobat.exe,Adobe Acrobat,,Wildcards,,,,,Specific Publishers,Adobe Systems*Incorporated,Wildcards,Adobe Acrobat*,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Adobe Acrobat
New_Run Normally,Executable,*,acrord32.exe,Adobe Acrobat,,Wildcards,,,,,Specific Publishers,Adobe Systems*Incorporated,Wildcards,Adobe Reader,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Adobe Acrobat
New_Run Normally,Executable,*,adobearm.exe,Adobe Acrobat,,Wildcards,,,,,Specific Publishers,Adobe Systems*Incorporated,Wildcards,Adobe Reader and Acrobat Manager,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Adobe Acrobat
New_Run Normally,Executable,*,flashplayerupdateservice.exe,Adobe Acrobat,,Wildcards,,,,,Specific Publishers,Adobe Systems*Incorporated,Wildcards,Adobe® Flash® Player Update Service,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Adobe Acrobat
New_Run Normally,Executable,*,rdrcef.exe,Adobe Acrobat,,Wildcards,,,,,Specific Publishers,Adobe Systems*Incorporated,Wildcards,Adobe AcroCEF,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Adobe Acrobat
New_Run Normally,Executable,*,google*.exe,Google Update,,Wildcards,,,,,Specific Publishers,Google Inc,Wildcards,Google Update,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Google Update
New_Run Normally,Executable,*,google*.exe,Google Update,,Wildcards,,,,,Specific Publishers,Google LLC,Wildcards,Google Update,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Google Update
New_Run Normally,Executable,*,*.exe,Microsoft Office,,Wildcards,,,,,Specific Publishers,Microsoft Corporation,Wildcards,*Microsoft Office*,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Microsoft Office
New_Run Normally,Executable,*,officebackgroundtaskhandler.exe,Microsoft Office,,Wildcards,,,,,Specific Publishers,Microsoft Corporation,Wildcards,MSO,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Microsoft Office
New_Run Normally,Executable,*,outlook.exe,Microsoft Office,,Wildcards,,,,,Specific Publishers,Microsoft Corporation,Wildcards,Microsoft Outlook,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Microsoft Office
New_Run Normally,Executable,*,scnotification.exe,Microsoft System Center Configuration Manager,,Wildcards,,,,,Specific Publishers,Microsoft Corporation,Wildcards,System Center*Configuration Manager,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Microsoft System Center Configuration Manager
New_Run Normally,Executable,*,sctoastnotification.exe,Microsoft System Center Configuration Manager,,Wildcards,,,,,Specific Publishers,Microsoft Corporation,Wildcards,System Center*Configuration Manager,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Microsoft System Center Configuration Manager
New_Run Normally,Executable,*,updatetrustedsites.exe,Microsoft System Center Configuration Manager,,Wildcards,,,,,Specific Publishers,Microsoft Corporation,Wildcards,System Center*Configuration Manager,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Microsoft System Center Configuration Manager
New_Run Normally,Executable,*,onedrive*.exe,Microsoft OneDrive,,Wildcards,,,,,Specific Publishers,Microsoft *,Wildcards,Microsoft OneDrive,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Microsoft OneDrive
New_Run Normally,Executable,*,ngentask.exe,Microsoft .NET Framework,,Wildcards,,,,,Specific Publishers,Microsoft Corporation,Wildcards,Microsoft® .NET Framework,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Microsoft .NET Framework
New_Run Normally,Executable,*,policyHost.exe,Microsoft Policy Platform,,Wildcards,,,,,Specific Publishers,Microsoft Corporation,Wildcards,Microsoft(R) Policy Platform,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Microsoft Policy Platform
New_Run Normally,Executable,*,git*.exe,Popular Application: Git,,Wildcards,,,,,Specific Publishers,*Johannes Schindelin*,Wildcards,Git,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Popular Application: Git
New_Run Normally,Executable,*,apoint.exe,Keyboard/Mouse/Display/Audio devices,,Wildcards,,,,,Specific Publishers,"Alps Electric Co., LTD.",Wildcards,Alps Pointing-device Driver,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Keyboard/Mouse/Display/Audio devices
New_Run Normally,Executable,*,igfxem.exe,Keyboard/Mouse/Display/Audio devices,,Wildcards,,,,,Specific Publishers,Intel*,Wildcards,Intel(R) Common User Interface,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Keyboard/Mouse/Display/Audio devices
New_Run Normally,Executable,*,ravbg64.exe,Keyboard/Mouse/Display/Audio devices,,Wildcards,,,,,Specific Publishers,Realtek Semiconductor Corp,Wildcards,HD Audio Background Process,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Keyboard/Mouse/Display/Audio devices
New_Run Normally,Executable,*,syntpenh.exe,Keyboard/Mouse/Display/Audio devices,,Wildcards,,,,,Specific Publishers,Synaptics Incorporated,Wildcards,Synaptics Pointing Device Driver,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Keyboard/Mouse/Display/Audio devices
New_Run Normally,Executable,*,tpnumlk*.exe,Keyboard/Mouse/Display/Audio devices,,Wildcards,,,,,Specific Publishers,Lenovo,Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Keyboard/Mouse/Display/Audio devices
New_Run Normally,Executable,*,PanGpHip*.exe,Palo Alto,,Wildcards,,,,,Specific Publishers,Palo Alto Networks,Wildcards,PanGpHip Application,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Palo Alto
New_Run Normally,Executable,*,*.exe,Citrix GoToMeeting,,Wildcards,,,,,Specific Publishers,Citrix Online,Wildcards,GoToMeeting,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Citrix GoToMeeting
New_Run Normally,Executable,*,*.exe,Citrix GoToMeeting,,Wildcards,,,,,Specific Publishers,"LogMeIn, Inc.",Wildcards,GoToMeeting,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Citrix GoToMeeting
New_Run Normally,Executable,*,selfservice.exe,Citrix GoToMeeting,,Wildcards,,,,,Specific Publishers,"Citrix Systems, Inc.",Wildcards,Citrix *,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Citrix GoToMeeting
New_Run Normally,Executable,*,wfica32.exe,Citrix GoToMeeting,,Wildcards,,,,,Specific Publishers,"Citrix Systems, Inc.",Wildcards,Citrix *,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Citrix GoToMeeting
New_Run Normally,Executable,*,wfcrun32.exe,Citrix GoToMeeting,,Wildcards,,,,,Specific Publishers,"Citrix Systems, Inc.",Wildcards,Citrix *,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Citrix GoToMeeting
New_Run Normally,Executable,*,splunk*.exe,Splunk,,Wildcards,,,,,Specific Publishers,Splunk*,Wildcards,splunk Application,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Splunk
New_Run Normally,Executable,*,btool.exe,Splunk,,Wildcards,,,,,Specific Publishers,SPLUNK INC,Wildcards,splunk Application,Wildcards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Splunk
New_Run Normally,Executable,*,chrome.exe,Google Chrome,,Exactly,,,,,Specific Publishers,Google LLC,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,Google Chrome
New_Run Normally,Executable,*,chrome.exe,Google Chrome,,Exactly,,,,,Specific Publishers,Google Inc,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Google Chrome
New_Run Elevated,Executable,,,JAM Software GmbH,,,,,,,Specific Publishers,JAM Software GmbH,Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_Run Elevated,Executable,,,"VanDyke Software, Inc.",,,,,,,Specific Publishers,"VanDyke Software, Inc.",Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,
New_Run Elevated,MSI/MSP Installation,,,"Sun Microsystems, Inc.",,,,,,,Specific Publishers,"Sun Microsystems, Inc.",Exactly,,,,,,,,,,,,,,,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,No,,,,,No,
New_Run Elevated,Executable,,,Skype Software Sarl,,,,,,,Specific Publishers,Skype Software Sarl,Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
New_Run Elevated,Executable,,,"Pulse Secure, LLC",,,,,,,Specific Publishers,"Pulse Secure, LLC",Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
New_Run Elevated,MSI/MSP Installation,,,"Pulse Secure, LLC",,,,,,,Specific Publishers,"Pulse Secure, LLC",Prefix,,,,,,,,,,,,,,,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_Run Elevated,Executable,,,MicroStrategy yetkisi,,,,,,,Specific Publishers,"MicroStrategy, Inc.",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,MicroStrategy yetkisi
New_Run Elevated,MSI/MSP Installation,,microstrategyoffice64.msi,MSI by checksum based on file 'microstrategyoffice64.msi',microstrategyoffice64.msi,Exactly,8708EF8A7C09CF3D13EB205133D45CE17CADC3A2,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,No,,,,,No,MSI by checksum based on file 'microstrategyoffice64.msi'
New_Run Elevated,Executable,,procmon64.exe,ProcMon Windows Program Analiz,,Exactly,,,,,Specific Publishers,Microsoft Corporation,Exactly,Sysinternals Procmon,Exactly,Process Monitor,Exactly,Sysinternals - www.sysinternals.com,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,ProcMon Windows Program Analiz
New_Run Elevated,MSI/MSP Installation,,,Cisco WebEX,,,,,,,Specific Publishers,Cisco WebEx LLC,Exactly,,,,,,,,,,,Cisco Webex Meetings,Exactly,Cisco Webex LLC,Exactly,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,Cisco WebEX
New_Run Elevated,Executable,,,HP URUNLERINI YUKLEYEBILME YETKISI,,,,,,,Specific Publishers,Hewlett-Packard Company,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,HP URUNLERINI YUKLEYEBILME YETKISI
New_Run Elevated,Executable,c:\program files\commvault\contentstore\base\,gxsplash.exe,COMVMAULT BACKUP,,Exactly,,,,,Specific Publishers,"Commvault Systems, Inc.",Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,COMVMAULT BACKUP
New_Run Elevated,Executable,,setup.exe,Windows 10 21H2,,Exactly,,,,,Specific Publishers,Microsoft Corporation,Exactly,Microsoft® Windows® Operating System,Exactly,Windows Installer,Exactly,Microsoft Corporation,Exactly,10.0.19041.1,,,10.0.19041.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Windows 10 21H2
New_Run Elevated,Executable,,AnyDesk.exe,AynDesk gecici yetki,,Exactly,,,,,Specific Publishers,philandro Software GmbH,Exactly,AnyDesk,Exactly,AnyDesk,Exactly,AnyDesk Software GmbH,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,AynDesk gecici yetki
New_Run Elevated,Executable,,,Bizagi,,,,,,,Specific Publishers,Bizagi Corp.,Exactly,Bizagi Modeler,Exactly,Contact:  Your local administrator,Exactly,Bizagi Limited,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Bizagi
New_Run Elevated,Admin Tasks,,,"Accessibility, Keyboard, Mouse, Sound, Speech",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Accessibility, Keyboard, Mouse, Sound, Speech",,,,,,,,,,,,,,,,,,,,,,No,
New_Run Elevated,Admin Tasks,,,Date and Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Date and Time,,,,,,,,,,,,,,,,,,,,,,No,
New_Run Elevated,Admin Tasks,,,Windows Search Indexing Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Search Indexing Options,,,,,,,,,,,,,,,,,,,,,,No,
New_Run Elevated,Admin Tasks,,,Device Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Device Manager,,,,,,,,,,,,,,,,,,,,,,No,
New_Run Elevated,Admin Tasks,,,Network Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Properties,,,,,,,,,,,,,,,,,,,,,,No,
New_Run Elevated,Admin Tasks,,,Power Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power Options,,,,,,,,,,,,,,,,,,,,,,No,
New_Run Elevated,MSI/MSP Installation,,,Pulsecure,,,,,,,Specific Publishers,"Pulse Secure, LLC",Exactly,,,,,,,,,,,Pulse Secure,Exactly,"Pulse Secure, LLC",Exactly,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,Pulsecure
New_Run Elevated,Admin Tasks,,,"Display, Colors, Fonts, Visual Effects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Display, Colors, Fonts, Visual Effects",,,,,,,,,,,,,,,,,,,,,,No,
New_Run Elevated,Executable,,pythonw.exe,Executable by checksum based on file 'pythonw.exe',pythonw.exe,Exactly,655ED09B01DABCD7D46CDA2EFEDDDC4DC4A556C8,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,Executable by checksum based on file 'pythonw.exe'
New_Run Elevated,COM Object,,windows.storage.dll,Any '.dll' COM Object by checksum based on file 'windows.storage.dll',windows.storage.dll,Exactly,6301DFA9754E7EDC520C5D9EB3448FA38B3A4C05,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File Operation (windows.storage.dll),{3ad05575-8857-4850-9277-11b85bdb8e09},,No,No,,,,,No,Any '.dll' COM Object by checksum based on file 'windows.storage.dll'
New_Run Elevated,Executable,,,BeyondTrust Certificate Installer,,,,,,,Ignore Signature,,,BeyondTrust Certificate Installer,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_Run Elevated,MSI/MSP Installation,,,BeyondTrust Certificate Installer,,,,,,,Ignore Signature,,,,,,,,,,,,,BeyondTrust Certificate Installer,Exactly,,,,,Not specified,Not specified,,,,,,,,,,,,,,,,,,,No,No,,,,,No,
New_Developer Applications,Executable,,node.exe,Node.js,,Wildcards,,,,,Specific Publishers,Node.js Foundation,Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Node.js
New_Developer Applications,Executable,,devenv.exe,Microsoft Visual Studio,,Wildcards,,,,,Specific Publishers,Microsoft Corporation,Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Microsoft Visual Studio
New_Developer Applications,Executable,,MSBuild.exe,Microsoft MSBuild,,Wildcards,,,,,Specific Publishers,Microsoft Corporation,Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Microsoft MSBuild
New_Developer Applications,Executable,,git*.exe,Git,,Wildcards,,,,,Specific Publishers,Johannes Schindelin,Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Git
New_Developer Applications,Executable,,VisBuild*.exe,Visual Builder,,Wildcards,,,,,Specific Publishers,Kinook Software,Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Visual Builder
New_Developer Applications,Executable,,eclipse.exe,Eclipse,,Wildcards,,,,,Specific Publishers,Eclipse Foundation,Prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,No,Eclipse
New_SCCM Software Distribution,Executable,%SystemRoot%,CcmExec.exe,CcmExec.exe,,Wildcards,,,,,Specific Publishers,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
New_SCCM Software Distribution,Executable,%SystemRoot%,Ccm32BitLauncher.exe,Ccm32BitLauncher.exe,,Wildcards,,,,,Specific Publishers,Microsoft Corporation,Exactly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,
New_Monitor Windows Files,Executable,%SystemRoot%,cmd.exe,Command Shell,,Exactly,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Command Shell
